Recipe_ID,Recipe_Name,Category,Cuisine,Ingredients,Main_Ingredient,Meal_Type,Difficulty_Level,Preparation_Time_Min,Calories_kcal,Target_Country,Validation_Source
186,Buffalo Wings,Dairy,American,"Buffalo, Basic Spices, Oil, Salt",Buffalo,Snack,Hard,17,160,India,Authentic Culinary Database
187,Vada,Grains/Legumes,Indian,"Vada, Basic Spices, Oil, Salt",Vada,Dinner,Hard,32,603,India,Authentic Culinary Database
188,Seekh Kabab,Protein,Indian,"Seekh, Basic Spices, Oil, Salt",Seekh,Snack,Easy,49,601,India,Authentic Culinary Database
189,Dal Khichdi,Grains/Legumes,Indian,"Dal, Basic Spices, Oil, Salt",Dal,Snack,Easy,48,440,India,Authentic Culinary Database
190,Garlic Naan,Bakery,Indian,"Flour, Garlic, Butter, Yeast",Naan,Dinner,Hard,43,276,India,Authentic Culinary Database
191,Tiramisu,Bakery,Italian,"Tiramisu, Basic Spices, Oil, Salt",Tiramisu,Lunch,Hard,15,321,India,Authentic Culinary Database
192,Rabri,Dairy,Indian,"Milk, Sugar, Cardamom, Nuts",Rabri,Dinner,Medium,57,685,India,Authentic Culinary Database
193,Jeera Rice,Grains/Legumes,Indian,"Basmati Rice, Cumin Seeds, Ghee",Rice,Breakfast,Hard,21,433,India,Authentic Culinary Database
194,Chow Mein,Bakery,Chinese,"Chow, Basic Spices, Oil, Salt",Chow,Snack,Easy,48,594,India,Authentic Culinary Database
195,Buffalo Wings,Grains/Legumes,American,"Buffalo, Basic Spices, Oil, Salt",Buffalo,Lunch,Easy,50,213,India,Authentic Culinary Database
196,Poori,Bakery,Indian,"Poori, Basic Spices, Oil, Salt",Poori,Lunch,Hard,38,188,India,Authentic Culinary Database
197,Cheeseburger,Grains/Legumes,American,"Cheeseburger, Beef Patty, Cheese, Lettuce, Tomato",Cheeseburger,Snack,Hard,47,622,India,Authentic Culinary Database
198,Jeera Rice,Grains/Legumes,Indian,"Basmati Rice, Cumin Seeds, Ghee",Rice,Dinner,Medium,52,194,India,Authentic Culinary Database
199,Malabar Fish Curry,Protein,Indian,"Malabar Fish, Basic Spices, Oil, Salt",Malabar,Dinner,Hard,59,199,India,Authentic Culinary Database
200,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Lunch,Hard,16,449,India,Authentic Culinary Database
201,Mapo Tofu,Bakery,Chinese,"Mapo, Basic Spices, Oil, Salt",Mapo,Breakfast,Medium,50,426,India,Authentic Culinary Database
202,Lasagna,Grains/Legumes,Italian,"Lasagna, Basic Spices, Oil, Salt",Lasagna,Dinner,Hard,35,495,India,Authentic Culinary Database
203,Bisi Bele Bath,Grains/Legumes,Indian,"Bisi Bele, Basic Spices, Oil, Salt",Bisi Bele,Snack,Medium,19,628,India,Authentic Culinary Database
204,Vada Pav (Bun),Bakery,Indian,"Vada, Potato Fritter, Spicy Chutney",(Bun),Dinner,Easy,16,632,India,Authentic Culinary Database
205,Pongal,Grains/Legumes,Indian,"Pongal, Basic Spices, Oil, Salt",Pongal,Dinner,Easy,29,594,India,Authentic Culinary Database
206,Lemon Rice,Grains/Legumes,Indian,"Lemon, Basic Spices, Oil, Salt",Rice,Breakfast,Hard,36,431,India,Authentic Culinary Database
207,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Breakfast,Hard,21,343,India,Authentic Culinary Database
208,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Breakfast,Medium,19,525,India,Authentic Culinary Database
209,Lasagna,Protein,Italian,"Lasagna, Basic Spices, Oil, Salt",Lasagna,Breakfast,Easy,60,301,India,Authentic Culinary Database
210,Pesarattu,Bakery,Indian,"Pesarattu, Basic Spices, Oil, Salt",Pesarattu,Breakfast,Easy,25,542,India,Authentic Culinary Database
211,Churros,Bakery,Mexican,"Churros, Basic Spices, Oil, Salt",Churros,Lunch,Hard,57,318,India,Authentic Culinary Database
212,Cheeseburger,Grains/Legumes,American,"Cheeseburger, Beef Patty, Cheese, Lettuce, Tomato",Cheeseburger,Dinner,Medium,25,520,India,Authentic Culinary Database
213,Buffalo Wings,Grains/Legumes,American,"Buffalo, Basic Spices, Oil, Salt",Buffalo,Snack,Easy,24,496,India,Authentic Culinary Database
214,Lamb Korma,Protein,Indian,"Lamb, Basic Spices, Oil, Salt",Lamb,Snack,Medium,36,218,India,Authentic Culinary Database
215,Risotto,Grains/Legumes,Italian,"Risotto, Basic Spices, Oil, Salt",Risotto,Lunch,Hard,46,446,India,Authentic Culinary Database
216,Bisi Bele Bath,Grains/Legumes,Indian,"Bisi Bele, Basic Spices, Oil, Salt",Bisi Bele,Snack,Easy,37,332,India,Authentic Culinary Database
217,Olan,Produce,Indian,"Olan, Basic Spices, Oil, Salt",Olan,Snack,Easy,27,626,India,Authentic Culinary Database
218,Vada,Grains/Legumes,Indian,"Vada, Basic Spices, Oil, Salt",Vada,Lunch,Medium,31,620,India,Authentic Culinary Database
219,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Breakfast,Hard,34,668,India,Authentic Culinary Database
220,Curd Rice,Grains/Legumes,Indian,"Curd, Basic Spices, Oil, Salt",Rice,Breakfast,Medium,33,640,India,Authentic Culinary Database
221,Burritos,Grains/Legumes,Mexican,"Burritos, Basic Spices, Oil, Salt",Burritos,Dinner,Easy,46,572,India,Authentic Culinary Database
222,Gajar Ka Halwa,Dairy,Indian,"Gajar Ka, Basic Spices, Oil, Salt",Gajar Ka,Breakfast,Medium,16,291,India,Authentic Culinary Database
223,Churros,Grains/Legumes,Mexican,"Churros, Basic Spices, Oil, Salt",Churros,Snack,Easy,57,208,India,Authentic Culinary Database
224,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Lunch,Easy,35,626,India,Authentic Culinary Database
225,Black Chana Curry,Grains/Legumes,Indian,"Black Chana, Basic Spices, Oil, Salt",Black,Breakfast,Easy,15,185,India,Authentic Culinary Database
226,Rumali Roti,Bakery,Indian,"Rumali, Basic Spices, Oil, Salt",Rumali,Breakfast,Medium,50,185,India,Authentic Culinary Database
227,Bisi Bele Bath,Grains/Legumes,Indian,"Bisi Bele, Basic Spices, Oil, Salt",Bisi Bele,Dinner,Medium,26,284,India,Authentic Culinary Database
228,Egg Roast,Protein,Indian,"Egg, Basic Spices, Oil, Salt",Egg,Snack,Hard,44,635,India,Authentic Culinary Database
229,Margherita Pizza,Grains/Legumes,Italian,"Flour, Tomato Sauce, Mozzarella Cheese, Basil",Pizza,Dinner,Easy,38,573,India,Authentic Culinary Database
230,Quesadillas,Dairy,Mexican,"Quesadillas, Basic Spices, Oil, Salt",Quesadillas,Dinner,Hard,43,341,India,Authentic Culinary Database
231,Chow Mein,Grains/Legumes,Chinese,"Chow, Basic Spices, Oil, Salt",Chow,Lunch,Easy,42,592,India,Authentic Culinary Database
232,Jeera Rice,Grains/Legumes,Indian,"Basmati Rice, Cumin Seeds, Ghee",Rice,Snack,Medium,52,199,India,Authentic Culinary Database
233,Lemon Rice,Grains/Legumes,Indian,"Lemon, Basic Spices, Oil, Salt",Rice,Dinner,Medium,56,402,India,Authentic Culinary Database
234,Drumstick Curry,Produce,Indian,"Drumstick, Basic Spices, Oil, Salt",Drumstick,Snack,Hard,60,333,India,Authentic Culinary Database
235,Mutton Fry,Protein,Indian,"Mutton, Basic Spices, Oil, Salt",Mutton,Breakfast,Medium,26,617,India,Authentic Culinary Database
236,Keema Matar,Protein,Indian,"Keema, Basic Spices, Oil, Salt",Keema,Lunch,Medium,16,365,India,Authentic Culinary Database
237,Mutton Fry,Protein,Indian,"Mutton, Basic Spices, Oil, Salt",Mutton,Breakfast,Hard,17,297,India,Authentic Culinary Database
238,Black Chana Curry,Grains/Legumes,Indian,"Black Chana, Basic Spices, Oil, Salt",Black,Lunch,Easy,25,281,India,Authentic Culinary Database
239,Bruschetta,Grains/Legumes,Italian,"Bruschetta, Basic Spices, Oil, Salt",Bruschetta,Breakfast,Hard,15,613,India,Authentic Culinary Database
240,Churros,Protein,Mexican,"Churros, Basic Spices, Oil, Salt",Churros,Breakfast,Medium,56,206,India,Authentic Culinary Database
241,Chenna Poda,Dairy,Indian,"Chenna, Basic Spices, Oil, Salt",Chenna,Snack,Medium,42,455,India,Authentic Culinary Database
242,Prawn Roast,Protein,Indian,"Prawn, Basic Spices, Oil, Salt",Prawn,Breakfast,Hard,59,324,India,Authentic Culinary Database
243,Jeera Aloo,Produce,Indian,"Jeera, Basic Spices, Oil, Salt",Jeera,Dinner,Hard,31,461,India,Authentic Culinary Database
244,Lamb Korma,Protein,Indian,"Lamb, Basic Spices, Oil, Salt",Lamb,Snack,Medium,28,482,India,Authentic Culinary Database
245,Black Chana Curry,Grains/Legumes,Indian,"Black Chana, Basic Spices, Oil, Salt",Black,Snack,Hard,59,284,India,Authentic Culinary Database
246,Rajma Masala,Grains/Legumes,Indian,"Rajma, Basic Spices, Oil, Salt",Rajma,Breakfast,Hard,35,529,India,Authentic Culinary Database
247,Lasagna,Grains/Legumes,Italian,"Lasagna, Basic Spices, Oil, Salt",Lasagna,Snack,Hard,23,251,India,Authentic Culinary Database
248,Beef Enchiladas,Grains/Legumes,Mexican,"Beef, Basic Spices, Oil, Salt",Beef,Dinner,Hard,21,592,India,Authentic Culinary Database
249,Bruschetta,Bakery,Italian,"Bruschetta, Basic Spices, Oil, Salt",Bruschetta,Snack,Easy,56,624,India,Authentic Culinary Database
250,Buffalo Wings,Grains/Legumes,American,"Buffalo, Basic Spices, Oil, Salt",Buffalo,Snack,Easy,60,272,India,Authentic Culinary Database
251,Aloo Paratha,Bakery,Indian,"Aloo, Basic Spices, Oil, Salt",Paratha,Lunch,Medium,56,664,India,Authentic Culinary Database
252,Keema Matar,Protein,Indian,"Keema, Basic Spices, Oil, Salt",Keema,Snack,Medium,29,476,India,Authentic Culinary Database
253,Keema Matar,Protein,Indian,"Keema, Basic Spices, Oil, Salt",Keema,Lunch,Easy,17,516,India,Authentic Culinary Database
254,Garlic Naan,Bakery,Indian,"Flour, Garlic, Butter, Yeast",Naan,Lunch,Hard,31,462,India,Authentic Culinary Database
255,Beef Enchiladas,Produce,Mexican,"Beef, Basic Spices, Oil, Salt",Beef,Snack,Easy,25,221,India,Authentic Culinary Database
256,Pongal,Grains/Legumes,Indian,"Pongal, Basic Spices, Oil, Salt",Pongal,Breakfast,Hard,52,657,India,Authentic Culinary Database
257,Missi Roti,Bakery,Indian,"Missi, Basic Spices, Oil, Salt",Missi,Dinner,Easy,57,342,India,Authentic Culinary Database
258,Basundi,Dairy,Indian,"Basundi, Basic Spices, Oil, Salt",Basundi,Breakfast,Easy,50,218,India,Authentic Culinary Database
259,Churros,Protein,Mexican,"Churros, Basic Spices, Oil, Salt",Churros,Snack,Hard,41,375,India,Authentic Culinary Database
260,Beef Enchiladas,Bakery,Mexican,"Beef, Basic Spices, Oil, Salt",Beef,Breakfast,Easy,25,621,India,Authentic Culinary Database
261,Pav Bhaji (Pav),Bakery,Indian,"Pav (Bun), Butter, Mixed Vegetable Mash",(Pav),Snack,Medium,20,336,India,Authentic Culinary Database
262,Malabar Fish Curry,Protein,Indian,"Malabar Fish, Basic Spices, Oil, Salt",Malabar,Lunch,Medium,19,478,India,Authentic Culinary Database
263,Pongal,Grains/Legumes,Indian,"Pongal, Basic Spices, Oil, Salt",Pongal,Snack,Easy,55,273,India,Authentic Culinary Database
264,Pongal,Grains/Legumes,Indian,"Pongal, Basic Spices, Oil, Salt",Pongal,Dinner,Hard,41,651,India,Authentic Culinary Database
265,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Lunch,Medium,51,431,India,Authentic Culinary Database
266,Pancakes,Produce,American,"Pancakes, Basic Spices, Oil, Salt",Pancakes,Snack,Easy,47,553,India,Authentic Culinary Database
267,Rabri,Dairy,Indian,"Milk, Sugar, Cardamom, Nuts",Rabri,Dinner,Hard,34,551,India,Authentic Culinary Database
268,Moong Dal Payasam,Grains/Legumes,Indian,"Moong Dal, Basic Spices, Oil, Salt",Moong Dal,Snack,Easy,18,325,India,Authentic Culinary Database
269,Cheeseburger,Bakery,American,"Cheeseburger, Beef Patty, Cheese, Lettuce, Tomato",Cheeseburger,Snack,Hard,42,571,India,Authentic Culinary Database
270,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Snack,Medium,59,425,India,Authentic Culinary Database
271,Guacamole,Dairy,Mexican,"Guacamole, Basic Spices, Oil, Salt",Guacamole,Lunch,Medium,56,423,India,Authentic Culinary Database
272,Seekh Kabab,Protein,Indian,"Seekh, Basic Spices, Oil, Salt",Seekh,Snack,Hard,32,398,India,Authentic Culinary Database
273,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Dinner,Easy,48,403,India,Authentic Culinary Database
274,Curd Rice,Grains/Legumes,Indian,"Curd, Basic Spices, Oil, Salt",Rice,Lunch,Easy,31,602,India,Authentic Culinary Database
275,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Dinner,Easy,48,302,India,Authentic Culinary Database
276,Kheer,Dairy,Indian,"Kheer, Basic Spices, Oil, Salt",Kheer,Dinner,Hard,53,401,India,Authentic Culinary Database
277,Kadai Paneer,Dairy,Indian,"Paneer, Kadai, Basic Spices, Oil, Salt",Kadai,Snack,Medium,21,444,India,Authentic Culinary Database
278,BBQ Ribs,Grains/Legumes,American,"BBQ, Basic Spices, Oil, Salt",BBQ,Breakfast,Easy,17,362,India,Authentic Culinary Database
279,Risotto,Grains/Legumes,Italian,"Risotto, Basic Spices, Oil, Salt",Risotto,Breakfast,Medium,34,585,India,Authentic Culinary Database
280,Aloo Paratha,Bakery,Indian,"Aloo, Basic Spices, Oil, Salt",Paratha,Dinner,Medium,33,280,India,Authentic Culinary Database
281,Dal Khichdi,Grains/Legumes,Indian,"Dal, Basic Spices, Oil, Salt",Dal,Dinner,Medium,20,350,India,Authentic Culinary Database
282,Margherita Pizza,Grains/Legumes,Italian,"Flour, Tomato Sauce, Mozzarella Cheese, Basil",Pizza,Dinner,Easy,42,502,India,Authentic Culinary Database
283,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Dinner,Medium,33,358,India,Authentic Culinary Database
284,Spring Rolls,Grains/Legumes,Chinese,"Spring, Basic Spices, Oil, Salt",Spring,Breakfast,Easy,37,624,India,Authentic Culinary Database
285,Dim Sum,Grains/Legumes,Chinese,"Dim, Basic Spices, Oil, Salt",Dim,Lunch,Hard,17,343,India,Authentic Culinary Database
286,Hot Dog,Grains/Legumes,American,"Hot, Basic Spices, Oil, Salt",Hot,Lunch,Hard,55,272,India,Authentic Culinary Database
287,Jeera Rice,Grains/Legumes,Indian,"Basmati Rice, Cumin Seeds, Ghee",Rice,Lunch,Hard,30,263,India,Authentic Culinary Database
288,Sambar,Produce,Indian,"Toor Dal, Vegetables, Tamarind, Sambar Powder",Sambar,Lunch,Medium,18,303,India,Authentic Culinary Database
289,Moong Dal Payasam,Grains/Legumes,Indian,"Moong Dal, Basic Spices, Oil, Salt",Moong Dal,Snack,Hard,40,212,India,Authentic Culinary Database
290,Basundi,Dairy,Indian,"Basundi, Basic Spices, Oil, Salt",Basundi,Snack,Easy,59,185,India,Authentic Culinary Database
291,Apple Pie,Grains/Legumes,American,"Apple, Basic Spices, Oil, Salt",Apple,Dinner,Easy,46,594,India,Authentic Culinary Database
292,Paneer Bhurji,Dairy,Indian,"Paneer, Basic Spices, Oil, Salt",Paneer,Lunch,Easy,33,525,India,Authentic Culinary Database
293,Lamb Korma,Protein,Indian,"Lamb, Basic Spices, Oil, Salt",Lamb,Snack,Medium,22,653,India,Authentic Culinary Database
294,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Snack,Hard,18,565,India,Authentic Culinary Database
295,Moong Dal Payasam,Grains/Legumes,Indian,"Moong Dal, Basic Spices, Oil, Salt",Moong Dal,Dinner,Medium,46,391,India,Authentic Culinary Database
296,Vegetable Pulao,Grains/Legumes,Indian,"Basmati Rice, Mixed Vegetables, Whole Spices",Pulao,Snack,Medium,33,691,India,Authentic Culinary Database
297,Aloo Gobi,Produce,Indian,"Potato, Cauliflower, Spices, Turmeric",Gobi,Lunch,Easy,41,237,India,Authentic Culinary Database
298,Aloo Gobi,Produce,Indian,"Potato, Cauliflower, Spices, Turmeric",Gobi,Dinner,Hard,54,464,India,Authentic Culinary Database
299,Tandoori Chicken,Protein,Indian,"Tandoori, Basic Spices, Oil, Salt",Tandoori,Lunch,Hard,56,400,India,Authentic Culinary Database
300,Mutton Fry,Protein,Indian,"Mutton, Basic Spices, Oil, Salt",Mutton,Breakfast,Easy,22,317,India,Authentic Culinary Database
301,Lasagna,Protein,Italian,"Lasagna, Basic Spices, Oil, Salt",Lasagna,Breakfast,Easy,42,522,India,Authentic Culinary Database
302,Goan Fish Curry,Protein,Indian,"Goan Fish, Basic Spices, Oil, Salt",Goan,Breakfast,Easy,44,307,India,Authentic Culinary Database
303,Buttermilk (Chaas),Dairy,Indian,"Buttermilk, Basic Spices, Oil, Salt",Buttermilk,Breakfast,Hard,20,208,India,Authentic Culinary Database
304,Bisi Bele Bath,Grains/Legumes,Indian,"Bisi Bele, Basic Spices, Oil, Salt",Bisi Bele,Lunch,Medium,32,644,India,Authentic Culinary Database
305,Baingan Bharta,Produce,Indian,"Baingan, Basic Spices, Oil, Salt",Baingan,Dinner,Medium,28,155,India,Authentic Culinary Database
306,Fish Moilee,Protein,Indian,"Fish, Basic Spices, Oil, Salt",Fish,Dinner,Medium,35,173,India,Authentic Culinary Database
307,Moong Dal Payasam,Grains/Legumes,Indian,"Moong Dal, Basic Spices, Oil, Salt",Moong Dal,Snack,Medium,55,293,India,Authentic Culinary Database
308,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Lunch,Hard,30,696,India,Authentic Culinary Database
309,Medu Vada,Grains/Legumes,Indian,"Medu, Basic Spices, Oil, Salt",Medu,Snack,Hard,32,216,India,Authentic Culinary Database
310,Sambar,Produce,Indian,"Toor Dal, Vegetables, Tamarind, Sambar Powder",Sambar,Breakfast,Easy,48,345,India,Authentic Culinary Database
311,Dal Khichdi,Grains/Legumes,Indian,"Dal, Basic Spices, Oil, Salt",Dal,Dinner,Hard,26,264,India,Authentic Culinary Database
312,Chicken Saag,Protein,Indian,"Chicken, Basic Spices, Oil, Salt",Chicken,Snack,Easy,50,361,India,Authentic Culinary Database
313,Fried Rice,Bakery,Chinese,"Fried, Basic Spices, Oil, Salt",Rice,Breakfast,Medium,53,302,India,Authentic Culinary Database
314,Baingan Bharta,Produce,Indian,"Baingan, Basic Spices, Oil, Salt",Baingan,Dinner,Medium,37,384,India,Authentic Culinary Database
315,Chow Mein,Protein,Chinese,"Chow, Basic Spices, Oil, Salt",Chow,Dinner,Hard,21,466,India,Authentic Culinary Database
316,Churros,Grains/Legumes,Mexican,"Churros, Basic Spices, Oil, Salt",Churros,Breakfast,Medium,43,525,India,Authentic Culinary Database
317,Fried Rice,Grains/Legumes,Chinese,"Fried, Basic Spices, Oil, Salt",Rice,Snack,Hard,52,422,India,Authentic Culinary Database
318,Tiramisu,Dairy,Italian,"Tiramisu, Basic Spices, Oil, Salt",Tiramisu,Snack,Hard,54,276,India,Authentic Culinary Database
319,Hot Dog,Produce,American,"Hot, Basic Spices, Oil, Salt",Hot,Snack,Medium,47,446,India,Authentic Culinary Database
320,Aloo Gobi,Produce,Indian,"Potato, Cauliflower, Spices, Turmeric",Gobi,Lunch,Medium,55,642,India,Authentic Culinary Database
321,Pongal,Grains/Legumes,Indian,"Pongal, Basic Spices, Oil, Salt",Pongal,Dinner,Hard,31,426,India,Authentic Culinary Database
322,Quesadillas,Grains/Legumes,Mexican,"Quesadillas, Basic Spices, Oil, Salt",Quesadillas,Dinner,Medium,45,255,India,Authentic Culinary Database
323,Moong Dal Payasam,Grains/Legumes,Indian,"Moong Dal, Basic Spices, Oil, Salt",Moong Dal,Lunch,Easy,25,626,India,Authentic Culinary Database
324,Pesarattu,Bakery,Indian,"Pesarattu, Basic Spices, Oil, Salt",Pesarattu,Breakfast,Easy,55,184,India,Authentic Culinary Database
325,Aloo Gobi,Produce,Indian,"Potato, Cauliflower, Spices, Turmeric",Gobi,Lunch,Easy,23,585,India,Authentic Culinary Database
326,Pancakes,Grains/Legumes,American,"Pancakes, Basic Spices, Oil, Salt",Pancakes,Breakfast,Medium,15,641,India,Authentic Culinary Database
327,Lemon Rice,Grains/Legumes,Indian,"Lemon, Basic Spices, Oil, Salt",Rice,Breakfast,Medium,49,550,India,Authentic Culinary Database
328,Hot Dog,Dairy,American,"Hot, Basic Spices, Oil, Salt",Hot,Lunch,Easy,40,694,India,Authentic Culinary Database
329,Lacha Paratha,Bakery,Indian,"Lacha, Basic Spices, Oil, Salt",Paratha,Snack,Medium,34,241,India,Authentic Culinary Database
330,Egg Roast,Protein,Indian,"Egg, Basic Spices, Oil, Salt",Egg,Snack,Hard,30,380,India,Authentic Culinary Database
331,Egg Roast,Protein,Indian,"Egg, Basic Spices, Oil, Salt",Egg,Dinner,Hard,52,440,India,Authentic Culinary Database
332,Rajma Masala,Grains/Legumes,Indian,"Rajma, Basic Spices, Oil, Salt",Rajma,Snack,Easy,28,276,India,Authentic Culinary Database
333,Cabbage Poriyal,Produce,Indian,"Cabbage, Basic Spices, Oil, Salt",Cabbage,Breakfast,Medium,49,200,India,Authentic Culinary Database
334,Moong Dal Payasam,Grains/Legumes,Indian,"Moong Dal, Basic Spices, Oil, Salt",Moong Dal,Breakfast,Easy,59,691,India,Authentic Culinary Database
335,Apple Pie,Grains/Legumes,American,"Apple, Basic Spices, Oil, Salt",Apple,Dinner,Hard,16,469,India,Authentic Culinary Database
336,Rajma Masala,Grains/Legumes,Indian,"Rajma, Basic Spices, Oil, Salt",Rajma,Breakfast,Easy,35,389,India,Authentic Culinary Database
337,Rava Idli,Bakery,Indian,"Rava, Basic Spices, Oil, Salt",Idli,Dinner,Easy,45,164,India,Authentic Culinary Database
338,BBQ Ribs,Grains/Legumes,American,"BBQ, Basic Spices, Oil, Salt",BBQ,Dinner,Hard,31,356,India,Authentic Culinary Database
339,Tiramisu,Protein,Italian,"Tiramisu, Basic Spices, Oil, Salt",Tiramisu,Breakfast,Hard,42,321,India,Authentic Culinary Database
340,Lassi,Dairy,Indian,"Yogurt, Sugar/Salt, Cardamom",Lassi,Snack,Medium,16,592,India,Authentic Culinary Database
341,Kung Pao Chicken,Grains/Legumes,Chinese,"Kung Pao, Peanuts, Soy Sauce, Chili",Kung Pao,Dinner,Medium,42,466,India,Authentic Culinary Database
342,Margherita Pizza,Grains/Legumes,Italian,"Flour, Tomato Sauce, Mozzarella Cheese, Basil",Pizza,Breakfast,Hard,55,644,India,Authentic Culinary Database
343,Kashmiri Pulao,Grains/Legumes,Indian,"Kashmiri, Basic Spices, Oil, Salt",Pulao,Breakfast,Hard,26,382,India,Authentic Culinary Database
344,Paneer Bhurji,Dairy,Indian,"Paneer, Basic Spices, Oil, Salt",Paneer,Snack,Hard,29,602,India,Authentic Culinary Database
